BMS-ID,AreaNum,OwnerCode,LocationID,,ID,X,Y,AMGX,AMGY,GrpNum,DetNum,Zone,ExitDist,RegionID,Suburb,EnableLogging,VersionNumber,Comment,ApplyThreshHold,ThreshHold,ArrivalLagTime,st1,st2,st3,typ,mnt,sub,lin,ind,con,dwg,cto,cmn,lmn,dmn,atf,ccd,pri,seq,link,vid_site,at,atd,volocc,at_st,at_fi,lcmVers,IntGrpNo,Approaches,Patching,Cost
10284,B0284,B,797,#N/A,797,153.00128,-27.389587,500123,6970406,NULL,NULL,NULL,0,3,McDOWALL,Y,1249568143,N7011948P Chermside Mux      SCATS not STREAMS PILOT,N,NULL,0,RODE RD,PARTON ST,NULL,1,B,0,57,6/10/1994,27,S&W2236,,Y,Y,Y,Y,3/03/2008,,32,,Y,,6/10/1994,Y,7:00:00,21:00:00,L,0,3,,2
10285,B0285,B,960,#N/A,960,152.992186,-27.445582,499224,6964204,NULL,NULL,NULL,0,7,ASHGROVE,Y,1249568143,Runs ACB phasing morning and afternoon peaks BCC Fibre Ashgrove Cent Mux SCATS not STREAMS PILOT,N,NULL,0,WATERWORKS RD,STEWART RD,NULL,1,B,5,58,25/05/1973,25,S&W792,L,Y,Y,Y,Y,21/02/1996,,9,,Y,,0000-00-00,Y,7:00:00,21:00:00,L,0,3,,2
10286,B0286,B,265,#N/A,265,153.003323,-27.494209,500325,6958819,NULL,NULL,NULL,0,4,ST.LUCIA,Y,1249568143,N7006842P Indpilly Hut SCATS not STREAMS PILOT,N,NULL,0,SIR FRED SCHONELL D,LAURENCE ST,NULL,1,B,0,32,12/07/1990,25,S1451/4,L,Y,Y,Y,Y,16/05/2002,,1,,Y,,0000-00-00,Y,7:00:00,21:00:00,L,0,3,A6-R3/2,1
10287,B0287,B,266,#N/A,266,153.018961,-27.436336,501871,6965228,NULL,NULL,NULL,0,3,WILSTON,Y,1249568143,N7007038P Lutwyche Hut,N,NULL,0,NEWMARKET RD PED AT,WILSTON STATION,NULL,2,B,3,26,10/10/1990,25,S2550,,Y,Y,Y,,11/11/2002,,4,,N,,0000-00-00,Y,0:00:00,0:00:00,L,0,2,,1
10288,B0288,B,332,#N/A,332,153.035439,-27.382472,503499,6971194,NULL,NULL,NULL,0,3,CHERMSID,Y,1249568143,BCC Fibre to Kittyhawk MUX,N,NULL,0,KITTYHAWK DR,ACCESS 1,NULL,1,B,0,19,27/09/2006,25,5069-20,L,Y,Y,Y,,27/09/2006,,32,,N,,0000-00-00,Y,0:00:00,0:00:00,L,0,0,,2
10290,B0290,B,1459,#N/A,1459,153.055285,-27.439099,505461,6964922,NULL,NULL,NULL,0,1,HAMILTON,Y,1249568143,BCC Valley Hut,N,NULL,0,KINGSFORD SMITH PED,CRESCENT RD,NULL,2,B,0,54,14/01/2003,14,S2583,L,Y,Y,Y,Y,14/01/2003,,32,,N,,14/01/2003,Y,0:00:00,0:00:00,L,0,2,,1
10291,B0291,B,689,#N/A,689,153.011992,-27.457996,501182,6962829,NULL,NULL,NULL,0,7,RED HILL,Y,1249568143,BCC Hale St Mux,N,NULL,0,MUSGRAVE RD,KENSINGTON ST,NULL,1,B,2,45,17/02/1991,25,S2563/2,L,Y,Y,Y,,2/12/2002,,3,,N,,0000-00-00,Y,0:00:00,0:00:00,L,0,3,1007/51-R2/1,1
10292,B0292,B,691,#N/A,691,153.039688,-27.418722,503919,6967179,NULL,NULL,NULL,0,3,WOOLOOWI,Y,1249568143,BCC Lutwyche Hut,N,NULL,0,KEDRON PARK RD,NORMAN ST,INWOOD ST,1,B,0,29,15/04/1991,25,S&W2615,,Y,Y,Y,,13/10/2003,,32,,N,,0000-00-00,Y,0:00:00,0:00:00,L,0,4,,1
10293,B0293,B,710,#N/A,710,153.00479,-27.471277,500470,6961359,NULL,NULL,NULL,0,10,MILTON,Y,1249568143,BCC Milton Hut,N,NULL,0,PARK RD,DOUGLAS ST,NULL,1,B,2,24,6/02/1992,26,S&W2695,L,Y,Y,Y,Y,31/12/2005,,11,,N,All Crossings,6/02/1992,Y,7:00:00,21:00:00,L,0,3,501/6-R5/7,1
10294,B0294,B,709,#N/A,709,153.055113,-27.418794,505444,6967171,NULL,NULL,NULL,0,6,CLAYFIEL,Y,1249568143,BCC Abbot Hut VDSL2 Rack1-Port3.STREAMS PILOT,N,NULL,0,SANDGATE RD PED AT,CLAYFIELD SHOPS,NULL,2,B,0,25,9/02/1992,25,W2711,L,N,Y,N,Y,20/10/1999,,32,,N,Audio Tactiles installed,0000-00-00,Y,7:00:00,21:00:00,L,0,2,,1
10295,B0295,B,772,#N/A,772,153.023281,-27.458203,502297,6962806,NULL,NULL,NULL,0,7,SPRING H,Y,1249568143,SCATS not STREAMS PILOT Optus ADSL,N,NULL,0,GREGORY TCE,FORTESCUE ST,NULL,1,B,0,34,17/02/1994,26,S&W2936,,Y,Y,Y,,12/12/2006,,32,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,0,3,A12-R3/4,1
10296,B0296,B,767,#N/A,767,153.030644,-27.440417,503025,6964776,NULL,NULL,NULL,0,3,WINDSOR,Y,1249568143,Intersection Decommissioned 1-5-2010 BCC Lutwyche Hut,N,NULL,0,LUTWYCHE RD,FEDERATION ST,NULL,1,B,2,53,5/10/1993,26,S&W2914,L,Y,Y,Y,Y,17/01/2007,,7,,Y,Audio Tactiles installed,5/10/1993,Y,7:00:00,21:00:00,L,3,3,,1
10297,B0297,B,769,#N/A,769,153.024666,-27.463801,502434,6962186,NULL,NULL,NULL,0,7,SPRING H,Y,1249568143,YNEG extends ped across Astor Tce BCC Ithaca Mux               SCATS not STREAMS PILOT,N,NULL,0,UPPER EDWARD ST,ASTOR TCE,NULL,1,B,0,33,30/01/1994,26,S&W2930,L,Y,Y,Y,Y,29/11/2006,,32,,Y,All crossings,30/01/1994,Y,0:00:00,0:00:00,L,0,3,1004/86-R1/08,1
10298,B0298,B,802,#N/A,802,153.010404,-27.396593,501025,6969630,NULL,NULL,NULL,0,3,STAFFORD,Y,1249568143,N7011038P Chermside Mux      SCATS not STREAMS PILOT,N,NULL,0,APPLEBY RD,KITCHENER RD,NULL,1,B,0,54,9/06/1994,27,S&W2937,L,Y,Y,Y,,5/07/2008,,32,,Y,All Crossings,0000-00-00,Y,0:00:00,0:00:00,L,0,4,,1
10300,B0300,B,780,#N/A,780,153.038646,-27.357463,503816,6973964,NULL,NULL,NULL,0,3,ZILLMERE,Y,1249568143,N7009781P Zillmere Mux       SCATS not STREAMS PILOT,N,NULL,0,HANDFORD RD,PIONEER ST,NULL,1,B,0,47,12/05/1994,27,S2991/2,L,Y,Y,Y,Y,21/03/2007,,32,,Y,All Crossings,12/05/1994,Y,7:00:00,21:00:00,L,0,4,,1
10301,B0301,B,768,#N/A,768,152.990831,-27.483962,499090,6959954,NULL,NULL,NULL,0,4,TOOWONG,Y,1249568143,BCC Indpilly Hut             SCATS not STREAMS PILOT,N,NULL,0,JEPHSON ST,LISSNER ST,NULL,1,B,0,30,13/06/1994,27,W2989,L,Y,Y,Y,Y,11/02/2008,,32,,Y,,13/06/1994,Y,7:00:00,21:00:00,L,0,3,1001/51-R2/2,1
10302,B0302,B,640,#N/A,640,152.974393,-27.502028,497465,6957953,NULL,NULL,NULL,0,4,INDOOROO,Y,1249568143,STREAMS PILOT N7011945P Oxley Rd mux,N,NULL,0,STATION RD,RIVERVIEW TCE,NULL,1,B,0,55,29/05/1994,27,S2981/2,L,V,Y,N,Y,20/04/2007,,32,,Y,,29/05/1994,Y,7:00:00,21:00:00,L,0,3,A9-R3/5,1
10303,B0303,B,902,#N/A,902,153.010899,-27.451288,501074,6963572,NULL,NULL,NULL,0,7,KELVIN G,Y,1249568143,P2(7) overlaps B to C 28 seconds BCC Ithaca Mux  SCATS not STREAMS PILOT,N,NULL,0,KELVIN GROVE RD,PROSPECT TCE,L'ESTRANGE TCE,1,B,1,1,16/06/1972,27,S3084,,Y,Y,Y,,26/02/2008,,2,,Y,,0000-00-00,Y,1:00:00,6:00:00,L,1,3,5047/16-R1/02,1
10304,B0304,B,651,#N/A,651,153.011041,-27.449112,501088,6963813,NULL,NULL,NULL,0,7,KELVIN G,Y,1249568143,P1(12) 12 walk 6 C2 over B&C phases BCC Ithaca Mux SCATS not STREAMS PILOT,N,NULL,0,KELVIN GROVE RD,LORIMER TCE,GLEN ST,1,B,1,2,27/07/1972,27,S3090,Q,Y,Y,Y,,19/03/2008,,3,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,1,4,5047/26-R1/03,1
10305,B0305,B,240,#N/A,240,153.010242,-27.447983,501009,6963938,NULL,NULL,NULL,0,7,KELVIN G,Y,1249568143,N7009511P Windsor Rd Mux SCATS not STREAMS PILOT,N,NULL,0,KELVIN GROVE RD PED,PARK ST,NULL,2,B,1,3,12/09/1994,27,S3091,L,Y,Y,Y,Y,25/03/2008,,4,,Y,,12/09/1994,Y,7:00:00,21:00:00,L,1,2,,1
10306,B0306,B,900,#N/A,900,153.008421,-27.44569,500829,6964192,NULL,NULL,NULL,0,7,NEWMARKE,Y,1249568143,BCC Windsor Rd Mux SCATS not STREAMS PILOT,N,NULL,0,KELVIN GROVE RD,HERSTON RD,NULL,1,B,1,4,2/04/1990,25,S3093,,Y,Y,Y,,22/04/1999,,5,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,1,3,,1
10307,B0307,B,962,#N/A,962,153.007632,-27.444579,500751,6964315,NULL,NULL,NULL,0,7,KELVIN G,Y,1249568143,R/T red for Windsor p3 walk +1 sec BCC Windsor Rd Mux SCATS not STREAMS PILOT,N,NULL,0,KELVIN GROVE RD,WINDSOR RD,BISHOP ST,1,B,1,5,5/07/1978,27,S3092,,Y,Y,Y,Y,27/02/2008,,6,,Y,,0000-00-00,Y,7:00:00,21:00:00,L,1,4,,1
10308,B0308,B,789,#N/A,789,153.007015,-27.440625,500690,6964753,NULL,NULL,NULL,0,7,NEWMARKE,Y,1249568143,C ph Grp 3 grn del 8 sec if P2 introed. MLINK Yneg auto intro P N7004137P Windsor Rd Mux SCATS not STREAMS PILOT,N,NULL,0,ENOGGERA RD,PARKER ST,DAVIDSON ST,1,B,1,6,16/06/1988,27,S3098,,Y,Y,Y,Y,9/07/2008,,7,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,1,4,,1
10309,B0309,B,652,#N/A,652,153.007248,-27.438241,500713,6965017,NULL,NULL,NULL,0,7,NEWMARKE,Y,1249568143,D&E ph All Red 2.5sec-B C&F ph All Red 3sec. D ped olap>E 31sec N7027866P Windsor Rd Mux. SCATS not STREAMS PILOT,N,NULL,0,ENOGGERA RD,ASHGROVE AV,EDMONSTONE ST,1,B,1,7,22/09/1962,27,S3094,,Y,Y,Y,Y,4/09/2008,,8,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,1,4,,1
10310,B0310,B,653,#N/A,653,153.006894,-27.436896,500678,6965166,NULL,NULL,NULL,0,7,NEWMARKE,Y,1249568143,DSL Optus was N7027867P Windsor Rd Mux  SCATS not STREAMS PILOT,N,NULL,0,ENOGGERA RD,NEWMARKET RD,NULL,1,B,1,8,22/09/1962,27,S3095,L,Y,Y,Y,Y,9/07/2008,,9,,Y,,0000-00-00,Y,7:00:00,21:00:00,L,1,3,,1
10311,B0311,B,788,#N/A,788,153.006267,-27.435488,500616,6965322,NULL,NULL,NULL,0,7,NEWMARKE,Y,1249568143,B phase Ped across Inbound. PPOS Ped across outbound N7009512P Windsor Rd Mux SCATS not STREAMS PILOT,N,NULL,0,ENOGGERA RD PED AT,WICKHAM ST,NULL,2,B,1,9,15/12/1994,27,S3099,L,Y,Y,Y,Y,2/07/2008,,10,,Y,,15/12/1994,Y,7:00:00,21:00:00,L,2,2,,1
10312,B0312,B,654,#N/A,654,153.005053,-27.432192,500496,6965687,NULL,NULL,NULL,0,7,NEWMARKE,Y,1249568143,N7027868P Windsor Rd Mux SCATS not STREAMS PILOT,N,NULL,0,ENOGGERA RD,BANKS ST,NULL,1,B,1,10,22/05/1963,25,S3097,L,Y,Y,Y,Y,17/06/1996,,11,,Y,,0000-00-00,Y,7:00:00,21:00:00,L,2,3,,1
10313,B0313,B,897,#N/A,897,153.005285,-27.429926,500519,6965938,NULL,NULL,NULL,0,7,NEWMARKE,Y,1249568143,N7008865P Windsor Rd Mux  SCATS not STREAMS PILOT,N,NULL,0,ENOGGERA RD,ALDERSON ST,NULL,1,B,1,11,27/03/1992,26,S3096/2,L,Y,Y,Y,Y,30/06/2005,,12,,Y,,0000-00-00,Y,7:00:00,21:00:00,L,2,3,,1
10314,B0314,B,655,#N/A,655,153.001017,-27.425285,500097,6966452,NULL,NULL,NULL,0,7,ALDERLEY,Y,1249568143,N7027869P Windsor Rd Mux  SCATS not STREAMS PILOT,N,NULL,0,ENOGGERA RD,SAMFORD RD,SOUTH PINE RD,1,B,1,12,27/06/1973,27,S3100,L,Y,Y,Y,Y,28/08/2008,,13,,Y,,0000-00-00,Y,7:00:00,21:00:00,L,2,4,,1
10315,B0315,B,531,#N/A,531,153.063924,-27.382499,506315,6971191,NULL,NULL,NULL,0,6,VIRGINIA,Y,1249568143,Pln13 & 14 Gateway incidents plans - Toombul Rd NW bound focus N7027971P Toombul Mux      SCATS not STREAMS PILOT,N,NULL,0,TOOMBUL RD PED AT,WELLINGTON ST,NULL,2,B,6,58,22/04/1986,27,S3101,,Y,Y,Y,Y,30/10/2008,,1,,Y,,0000-00-00,Y,7:00:00,21:00:00,L,0,2,,1
10316,B0316,B,958,#N/A,958,153.064814,-27.383664,506403,6971062,NULL,NULL,NULL,0,6,VIRGINIA,Y,1249568143,Pln13 & 14 Gateway incidents plans - Toombul Rd NW bound focus BCC Toombul Mux,N,NULL,0,TOOMBUL RD,ST.VINCENTS RD,NULL,1,B,6,59,4/02/1985,27,S3102,,Y,Y,Y,Y,24/09/2008,,2,,N,,0000-00-00,Y,7:00:00,21:00:00,L,0,4,,1
10317,B0317,B,543,#N/A,543,153.069143,-27.387916,506831,6970591,NULL,NULL,NULL,0,6,NORTHGAT,Y,1249568143,Pln13 & 14 Gateway incidents plans - Toombul Rd NW bound focus N7003654P Toombul Mux,N,NULL,0,TOOMBUL RD,NORTHGATE RD,NORTHLINK PL,1,B,6,60,20/05/1987,27,S3105,,Y,Y,Y,,24/09/2008,,3,,N,,0000-00-00,Y,0:00:00,0:00:00,L,0,4,,1
10318,B0318,B,544,#N/A,544,153.070701,-27.390526,506985,6970302,NULL,NULL,NULL,0,6,NORTHGAT,Y,1249568143,Pln13 & 14 Gateway incidents plans - Toombul Rd SW bound focus N7003655P Toombul Mux,N,NULL,0,TOOMBUL RD,JUNIOR ST,ACACIA ST,1,B,6,61,17/07/1987,25,S3106,,Y,Y,Y,,3/10/1994,,4,,N,,0000-00-00,Y,0:00:00,0:00:00,L,0,4,,1
10319,B0319,B,542,#N/A,542,153.072481,-27.392692,507161,6970062,NULL,NULL,NULL,0,6,NORTHGAT,Y,1249568143,Pln13 & 14 Gateway incidents plans - Toombul Rd NW bound focus N7004369P Toombul Mux,N,NULL,0,TOOMBUL RD,MELTON RD,OATES PDE,1,B,6,62,1/11/1987,27,S3104,,Y,Y,Y,,8/04/2009,,5,,N,,0000-00-00,Y,0:00:00,0:00:00,L,0,4,,1
10320,B0320,B,541,#N/A,541,153.07592,-27.3968,507501,6969607,NULL,NULL,NULL,0,6,NORTHGAT,Y,1249568143,Pln13 & 14 Gateway incidents plans - Toombul Rd NW bound focus N7003140P Toombul Mux      SCATS not STREAMS PILOT,N,NULL,0,TOOMBUL RD,NUDGEE RD,NULL,1,B,6,63,24/05/1986,27,S3103,L,Y,Y,Y,Y,19/01/2009,,6,,Y,,0000-00-00,Y,7:00:00,21:00:00,L,0,4,,1
10321,B0321,B,1655,#N/A,1655,153.040477,-27.450782,503997,6963628,NULL,NULL,NULL,0,1,VALLEY,Y,1249568143,SCATS not STREAMS PILOT BCC Valley Hut,N,NULL,0,WICKHAM ST PED AT,KNAPP ST,NULL,2,B,0,58,9/05/2005,25,,L,Y,Y,Y,Y,9/05/2005,,32,,N,,0000-00-00,Y,0:00:00,0:00:00,L,0,0,,1
10322,B0322,B,811,#N/A,811,152.973574,-27.497261,497384,6958481,NULL,NULL,NULL,0,4,INDOOROO,Y,1249568143,Ped 1(8) intro with PPOS  Ped 2(7) intro in B phase BCC Indpilly Hut STREAMS PILOT,N,NULL,0,MOGGILL RD Ped AT,NELSON ST,NULL,2,B,1,36,30/10/1994,27,S3145,,V,Y,N,Y,3/12/2008,,4,,Y,Both crossings,30/10/1994,Y,7:00:00,21:00:00,L,0,2,501/25-R2/4,1
10323,B0323,B,800,#N/A,800,153.035318,-27.449879,503487,6963728,NULL,NULL,NULL,0,6,BOWENHIL,Y,1249568143,Exhibition Times run Special Day Plans  Schedules 7 8 13 N7022089P Abbot Hut        SCATS not STREAMS PILOT,N,NULL,0,GREGORY TCE,BROOKES ST,NULL,1,B,0,27,5/12/1995,25,S2434/2,,Y,Y,Y,Y,5/12/1995,,32,,Y,,5/12/1995,Y,7:00:00,21:00:00,L,0,3,A8-R3/2,1
10325,B0325,NULL,18667,#N/A,18667,153.01676,-27.33126,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Y,0,NULL,N,NULL,0,LINKFIELD RD,LACEY RD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10326,B0326,B,110,#N/A,110,153.034589,-27.386436,503415,6970755,NULL,NULL,NULL,0,3,CHERMSID,Y,1249568143,4 second all reds A B C D E F phases  SCATS not STREAMS PILOT BCC Fibre to Kittyhawk MUX was N7021959P Chermside Mux,N,NULL,0,HAMILTON RD,KINGSMILL ST,KITTYHAWK DR,1,B,0,65,5/12/1995,26,S3278,L,Y,Y,Y,,14/09/2006,,32,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,5,4,,1
10327,B0327,NULL,18674,#N/A,18674,153.0205,-27.3304,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,Y,0,NULL,N,NULL,0,OLD TELEGRAPH RD,TELEGRAPH RD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10328,B0328,B,842,#N/A,842,152.9995,-27.463602,499947,6962208,NULL,NULL,NULL,0,7,PADDINGT,Y,1249568143,C phase late start of 17 seconds if P2 called N7025856P Milton Rd Mux,N,NULL,0,FERNBERG RD,GIVEN TCE,NULL,1,B,0,38,24/03/1996,25,S3292,,Y,Y,Y,Y,24/03/1996,,32,,N,,24/03/1996,Y,7:00:00,21:00:00,L,0,3,A13-R3/5,1
10330,B0330,B,826,#N/A,826,153.042763,-27.387637,504223,6970622,NULL,NULL,NULL,0,3,WAVELLHT,Y,1249568143,Plan 8 used for school out que N7025860P Chermside Mux       SCATS not STREAMS PILOT,N,NULL,0,HAMILTON RD,PFINGST RD,NULL,1,B,0,67,27/02/1996,25,S3323,,Y,Y,Y,,27/02/1996,,32,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,0,4,,1
10331,B0331,B,850,#N/A,850,153.040406,-27.400565,503990,6969190,NULL,NULL,NULL,0,6,WAVELL H,Y,1249568143,N7028320P Chermside Mux       SCATS not STREAMS PILOT,N,NULL,0,EDINBURGH CASTLE RD,PFINGST RD,FOURTEENTH AVE,1,B,0,42,23/05/1996,25,S3322,,Y,Y,Y,,23/05/1996,,32,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,0,4,,1
10332,B0332,B,839,#N/A,839,152.988777,-27.379484,498887,6971525,NULL,NULL,NULL,0,3,McDOWALL,Y,1249568143,N7501747P Chermside Mux       SCATS not STREAMS PILOT,N,NULL,0,BECKETT RD,HAMILTON RD,NULL,1,B,0,73,10/09/1996,25,S2456/3,,Y,Y,Y,Y,10/09/1996,,32,,Y,,10/09/1996,Y,0:00:00,0:00:00,L,0,4,,2
10334,B0334,B,836,#N/A,836,153.042439,-27.422469,504191,6966764,NULL,NULL,NULL,0,3,WOOLOOWI,Y,1249568143,N7028572P Lutwyche Hut        SCATS not STREAMS PILOT,N,NULL,0,BRIDGE ST,CHALK ST,NULL,1,B,0,70,6/08/1996,25,S3378,,Y,Y,Y,Y,6/08/1996,,32,,Y,,6/08/1996,Y,7:00:00,21:00:00,L,0,3,,1
10335,B0335,B,837,#N/A,837,153.040962,-27.422216,504045,6966792,NULL,NULL,NULL,0,3,WOOLOOWI,Y,1249568143,N7028573P Lutwyche Hut        SCATS not STREAMS PILOT,N,NULL,0,KEDRON PARK RD,CHALK ST,NULL,1,B,0,71,10/08/1996,25,S1874,,Y,Y,Y,Y,10/08/1996,,32,,Y,,10/08/1996,Y,7:00:00,21:00:00,L,0,3,,1
10336,B0336,B,829,#N/A,829,152.997527,-27.446186,499752,6964137,NULL,NULL,NULL,0,7,ASHGROVE,Y,1249568143,BCC Fibre Ashgrove Cent Mux  SCATS not STREAMS PILOT,N,NULL,0,WATERWORKS RD,FULCHER RD,NULL,1,B,5,36,28/05/2000,25,S3973/2,,Y,N,Y,Y,28/05/2000,,6,,Y,,28/05/2000,Y,0:00:00,0:00:00,L,0,3,,2
10337,B0337,B,838,#N/A,838,153.025405,-27.330974,502507,6976898,NULL,NULL,NULL,0,6,BRACKENR,Y,1249568143,N7501649P Bald Hills Mux      SCATS not STREAMS PILOT,N,NULL,0,TELEGRAPH RD,NORRIS RD,NULL,1,B,0,64,1/11/1996,25,S1549/3,,Y,Y,Y,,1/11/1996,,32,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,0,3,4-Jun,1
10338,B0338,B,848,#N/A,848,153.049206,-27.463991,504860,6962165,NULL,NULL,NULL,0,1,NEW FARM,Y,1249568143,SCATS not STREAMS PILOT N7028356P Valley Hut,N,NULL,0,JAMES ST,MERTHYR RD,LAMMINGTON ST,1,B,0,47,23/04/1996,25,S3427,,Y,Y,Y,Y,23/04/1996,,32,,Y,,23/04/1996,Y,7:00:00,21:00:00,L,0,4,,1
10339,B0339,B,857,#N/A,857,153.03202,-27.462636,503161,6962315,NULL,NULL,NULL,0,1,CITY,Y,1249568143,BCC Valley Hut                SCATS not STREAMS PILOT,N,NULL,0,ADELAIDE ST,MACROSSAN ST,NULL,1,B,0,48,18/11/1996,25,S3509,L,Y,Y,Y,Y,18/11/1996,,32,,Y,,18/11/1996,Y,7:00:00,21:00:00,L,0,3,,1
10340,B0340,B,858,#N/A,858,153.032506,-27.461995,503209,6962386,NULL,NULL,NULL,0,1,CITY,Y,1249568143,BCC Valley Hut                SCATS not STREAMS PILOT,N,NULL,0,ADELAIDE ST,BOUNDARY ST,NULL,1,B,0,49,18/11/1996,25,S3508,L,Y,Y,Y,Y,18/11/1996,,32,,Y,,18/11/1996,Y,7:00:00,21:00:00,L,0,3,,1
10341,B0341,B,847,#N/A,847,153.027023,-27.348227,502667,6974987,NULL,NULL,NULL,0,3,CARSELDI,Y,1249568143,N7501650P Aspley Mux          SCATS not STREAMS PILOT,N,NULL,0,BEAMS RD,BALCARA AVE,NULL,1,B,0,51,13/11/1996,25,S3539,,Y,Y,Y,Y,13/11/1996,,32,,Y,,13/11/1996,Y,7:00:00,21:00:00,L,0,3,,1
10342,B0342,B,1531,#N/A,1531,153.014136,-27.453247,501394,6963355,NULL,NULL,NULL,0,7,KELVGROV,Y,1249568143,BCC Ithaca Mux                SCATS not STREAMS PILOT,N,NULL,0,BLAMEY ST,MUSK AVE,NULL,1,B,0,81,24/11/2003,25,S4980,L,Y,Y,Y,N,24/11/2003,,32,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,0,0,,1
10343,B0343,B,238,#N/A,238,153.039414,-27.312799,503892,6978911,NULL,NULL,NULL,0,6,BRACKENR,Y,1249568143,N7501675P Sandgate Mux     SCATS not STREAMS PILOT,N,NULL,0,BRACKEN RIDGE RD,BRACKEN ST,NULL,1,B,0,65,7/02/1997,25,S1551,,Y,Y,Y,Y,7/02/1997,,32,,Y,,7/02/1997,Y,7:00:00,21:00:00,L,0,3,,1
10344,B0344,B,854,#N/A,854,152.998002,-27.424076,499799,6966586,NULL,NULL,NULL,0,7,ALDERLEY,Y,1249568143,N7501676P Windsor Rd Mux    SCATS  STREAMS PILOT,N,NULL,0,SAMFORD RD,RAILWAY ST,NULL,1,B,1,66,23/12/1996,25,S3595,,Y,Y,Y,Y,23/12/1996,,15,,Y,,23/12/1996,Y,7:00:00,21:00:00,L,2,3,,1
10345,B0345,B,726,#N/A,726,152.966423,-27.500556,496677,6958116,NULL,NULL,NULL,0,4,TARINGA,Y,1249568143,C Phase only introduced by linking no skip word STREAMS PILOT BCC Indpilly Hut,N,NULL,0,MOGGILL RD,RUSSELL TCE,NULL,1,B,1,39,5/08/1997,25,S2265,L,Y,Y,Y,,5/08/1997,,1,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,0,3,501/11-R2/5,1
10346,B0346,B,855,#N/A,855,153.037199,-27.460145,503673,6962591,NULL,NULL,NULL,0,1,VALLEY,Y,1249568143,SCATS not STREAMS PILOT BCC Valley Hut      SCATS STREAMS PILOT,N,NULL,0,BRUNSWICK ST,ROBERTSON ST,NULL,1,B,0,42,12/09/1997,25,S3576,,Y,Y,Y,Y,12/09/1997,Y,32,,Y,,12/09/1997,Y,0:00:00,0:00:00,L,0,3,,1
10347,B0347,B,810,#N/A,810,153.054385,-27.342963,505372,6975570,NULL,NULL,NULL,0,3,TAIGUM,Y,1249568143,N7044185P Zillmere Mux STREAMS PILOT SCATS,N,NULL,0,HANDFORD RD,ROGHAN RD,NULL,1,B,0,75,15/12/1999,25,S3637,,Y,Y,Y,Y,15/12/1999,,32,,Y,,15/12/1999,Y,7:00:00,21:00:00,L,0,4,,1
10348,B0348,B,132,#N/A,132,152.944007,-27.443099,494461,6964479,NULL,NULL,NULL,0,7,THE GAP,Y,1249568143,This intersection replaced B0136 mid block ped Waterworks Rd BCC Fibre Pammay St Mux SCATS not STREAMS PILOT,N,NULL,0,WATERWORKS RD,SETTLEMENT RD,ILLOWRA ST,1,B,6,18,23/07/2000,25,S1495/3,,Y,Y,Y,Y,23/07/2000,,9,,Y,,23/07/2000,Y,0:00:00,0:00:00,K,0,5,,2
10349,B0349,B,1534,#N/A,1534,153.031211,-27.464839,503081,6962071,NULL,NULL,NULL,0,1,CITY,Y,1249568143,Linked to City Cycle times. BCC Valley Hut       STREAMS PILOT  SCATS,N,NULL,0,QUEEN ST PED AT,CUSTOMS HOUSE,NULL,2,B,0,56,25/07/2003,25,S1517/2,L,Y,Y,Y,N,25/07/2003,,32,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,0,2,,1
10350,B0350,B,758,#N/A,758,153.020408,-27.356624,502014,6974057,NULL,NULL,NULL,0,3,ASPLEY,Y,1249568143,N7025575P Aspley Mux     SCATS STREAMS PILOT,N,NULL,0,ZILLMERE RD,DORVILLE RD,NULL,1,B,0,80,5/02/1998,25,S3711,,Y,Y,Y,,5/02/1998,,32,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,0,3,,1
10351,B0351,B,435,#N/A,435,153.043157,-27.444733,504262,6964298,NULL,NULL,NULL,0,1,NEWSTEAD,Y,1249568143,SCATS not STREAMS PILOT BCC Valley Hut   SCATS STREAMS PILOT,N,NULL,0,BREAKFAST CREEK RD,MAUD ST,NULL,1,B,0,50,11/05/1997,25,S3753,,Y,Y,Y,,11/05/1997,,32,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,0,3,,1
