BMS-ID,AreaNum,OwnerCode,LocationID,,ID,X,Y,AMGX,AMGY,GrpNum,DetNum,Zone,ExitDist,RegionID,Suburb,EnableLogging,VersionNumber,Comment,ApplyThreshHold,ThreshHold,ArrivalLagTime,st1,st2,st3,typ,mnt,sub,lin,ind,con,dwg,cto,cmn,lmn,dmn,atf,ccd,pri,seq,link,vid_site,at,atd,volocc,at_st,at_fi,lcmVers,IntGrpNo,Approaches,Patching,Cost
10001,B0001,B,1,#N/A,1,153.0206,-27.4679,502033,6961733,NULL,NULL,NULL,0,2,CITY,Y,1249568143,BCC City MUX Ann/George,N,NULL,0,George Street,Tank Street,NULL,1,B,2,9,11/10/1976,25,S875/2,L,Y,Y,Y,Y,18/11/1996,,5,,N,ALL,4/04/1990,Y,7:00:00,21:00:00,L,0,2,,1
10002,B0002,B,1674,#N/A,1674,153.022077,-27.469399,502178,6961567,NULL,NULL,NULL,0,2,CITY,Y,1249568143,Yneg auto intro peds BCC City MUX Ann/George  SCATS not STREAMS PILOT,N,NULL,0,ANN ST,GEORGE ST,NULL,1,B,2,11,18/01/1960,25,S502,L,Y,Y,Y,Y,14/11/1996,,7,,Y,1/9/86 Across Ann St. - Northern side.  10/7/90 the remainder,10/07/1990,Y,1:00:00,1:00:00,L,0,2,,1
10003,B0003,B,3,#N/A,3,153.023736,-27.468108,502342,6961710,NULL,NULL,NULL,0,2,CITY,Y,1249568143,P3(6) across Ann northern side pneg term walk  STREAMS PILOT BCC City MUX Ann/George P3(6) 6sec clear 1 Yneg auto intro Peds,N,NULL,0,ANN ST,ROMA ST,NULL,1,B,2,19,11/01/1936,25,T3/344,L,Y,Y,Y,Y,7/08/1996,,13,,Y,Both crossings across Ann St,1/09/1986,Y,7:00:00,21:00:00,L,0,3,,1
10004,B0004,B,4,#N/A,4,153.025435,-27.466789,502510,6961855,NULL,NULL,NULL,0,2,CITY,Y,1249568143,BCC City MUX Ann/George  SCATS not STREAMS PILOT,N,NULL,0,ANN ST,EDWARD ST,NULL,1,B,2,29,20/01/1960,25,S503/2,L,Y,Y,Y,Y,27/04/1997,,19,,Y,Across Ann St Northern Side & Edward St Eastern Side,1/09/1986,Y,7:00:00,21:00:00,L,0,2,,1
10005,B0005,B,5,#N/A,5,153.026305,-27.466121,502596,6961929,NULL,NULL,NULL,0,2,CITY,Y,1249568143,YNEG Recalls Ped BCC City MUX Ann/George,N,NULL,0,ANN ST PED AT,CENTRAL STATION,NULL,2,B,2,36,24/01/1960,25,S504/3,L,Y,Y,Y,Y,22/09/2004,,24,,N,Ped. Crossing,6/11/1989,Y,1:00:00,1:00:00,L,0,1,,1
10006,B0006,B,6,#N/A,6,153.027165,-27.465462,502681,6962002,NULL,NULL,NULL,0,2,CITY,Y,1249568143,A/T hardwired BCC City MUX Ann/George SCATS not STREAMS PILOT,N,NULL,0,ANN ST,CREEK ST,NULL,1,B,2,38,23/01/1960,25,S505,L,Y,Y,Y,Y,17/04/1997,,26,,Y,1 Crossing across Creek St Eastern Side,20/07/1987,Y,0:00:00,0:00:00,L,0,2,,1
10007,B0007,B,7,#N/A,7,153.028824,-27.464153,502845,6962147,NULL,NULL,NULL,0,2,CITY,Y,1249568143,BCC City MUX Ann/George,N,NULL,0,ANN ST,WHARF ST,NULL,1,B,2,44,21/01/1960,25,T3/506,L,Y,Y,Y,Y,12/06/1996,,32,,N,Across Ann St Northern Side & Wharf St Eastern Side,21/07/1987,Y,0:00:00,0:00:00,L,0,3,,1
10008,B0008,B,8,#N/A,8,153.022795,-27.470148,502249,6961484,NULL,NULL,NULL,0,2,CITY,Y,1249568143,BCC CBD Fibre Ring 1 to BSQ,N,NULL,0,ADELAIDE ST,GEORGE ST,NULL,1,B,2,12,1/03/1961,25,S507,L,Y,Y,Y,Y,25/03/1997,Y,8,,N,1 Crossing across Adelaide St Northern Side,1/09/1986,Y,1:00:00,1:00:00,L,0,2,,1
10009,B0009,B,9,#N/A,9,153.024494,-27.468857,502417,6961627,NULL,NULL,NULL,0,2,CITY,Y,1249568143,Dwell in Walk with No Dem & No Z1. Dwell in C Ph with No Dem &Z BCC City MUX Ann/George    SCATS not STREAMS PILOT,N,NULL,0,ADELAIDE ST PED @,ALBERT ST,NULL,1,B,2,20,15/08/1960,25,S431/3,L,Y,Y,Y,Y,17/04/1997,Y,14,,Y,Across Adelaide Northern Side & across Albert. A/T Off Spec Tim,1/09/1986,Y,1:00:00,1:00:00,L,0,3,,1
10010,B0010,B,10,#N/A,10,153.026174,-27.467512,502583,6961775,NULL,NULL,NULL,0,2,CITY,Y,1249568143,Scramble Ped . BCC City MUX Ann/George    SCATS not STREAMS PILOT,N,NULL,0,ADELAIDE ST,EDWARD ST,NULL,1,B,2,30,23/03/1960,25,S509/2,L,Y,Y,Y,Y,30/01/2000,Y,20,,Y,Scramble 8 Units,13/01/1988,Y,6:30:00,21:00:00,L,0,3,,1
10011,B0011,B,11,#N/A,11,153.027853,-27.466194,502749,6961921,NULL,NULL,NULL,0,2,CITY,Y,1249568143,BCC City MUX Ann/George,N,NULL,0,ADELAIDE ST,CREEK ST,NULL,1,B,2,39,24/03/1960,25,S&W510/,L,Y,Y,Y,Y,17/04/1997,Y,27,,N,,25/02/1992,Y,0:00:00,0:00:00,L,0,3,,1
10012,B0012,B,12,#N/A,12,153.029542,-27.464903,502916,6962064,NULL,NULL,NULL,0,2,CITY,Y,1249568143,Yneg auto intro peds Pneg extends peds BCC City MUX Ann/George,N,NULL,0,ADELAIDE ST,WHARF ST,NULL,1,B,2,45,18/05/1973,25,T3&W/51,L,Y,Y,Y,Y,26/06/1996,,33,,N,Across Adelaide Southern Side & Wharf Eastern Side,16/08/1988,Y,0:00:00,0:00:00,L,0,4,,1
10013,B0013,B,13,#N/A,13,153.022714,-27.47152,502241,6961332,NULL,NULL,NULL,0,2,CITY,Y,1249568143,YNEG autointro Ped1 & Ped4. Gp6 red for 15 sec if P3 called. BCC City MUX Ann/George. 3sec AR all ph SCATS not STREAMS PILOT,N,NULL,0,QUEEN ST,WILLIAM ST,NORTH QUAY,1,B,2,5,25/08/1960,27,S255/4,L,Y,Y,Y,Y,31/10/2008,Y,3,,Y,Across William St & Queens Whf Rd,1/09/1986,Y,7:00:00,21:00:00,L,0,6,,1
10014,B0014,B,14,#N/A,14,153.023544,-27.470961,502323,6961394,NULL,NULL,NULL,0,2,CITY,Y,1249568143,BCC CBD Fibre Ring 1 to BSQ,N,NULL,0,QUEEN ST,GEORGE ST,NULL,1,B,2,13,5/05/1937,25,S439/3,L,Y,Y,Y,Y,25/03/1997,,9,,N,Across George  Eastern Side,1/09/1986,Y,0:00:00,24:00:00,L,0,2,,1
10015,B0015,B,105,#N/A,105,153.032536,-27.429998,503212,6965930,NULL,NULL,NULL,0,3,WINDSOR,Y,1249568143,BCC Lutwyche Hut  SCATS not STREAMS PILOT,N,NULL,0,ROBLANE ST PED AT,THONDLEY ST,NULL,2,B,2,25,3/06/1992,25,S2519/3,L,Y,Y,Y,Y,11/10/2004,,12,,Y,,3/06/1992,Y,7:00:00,21:00:00,L,4,1,,1
10016,B0016,B,15,#N/A,15,153.026892,-27.468342,502654,6961684,NULL,NULL,NULL,0,2,CITY,Y,1249568143,BCC City MUX Ann/George,N,NULL,0,QUEEN ST,EDWARD ST,NULL,1,B,2,31,21/05/1937,25,S514/2,L,Y,Y,Y,Y,26/03/1997,,21,,N,Across Edward both sides,17/10/1988,Y,0:00:00,0:00:00,L,0,2,,1
10017,B0017,B,16,#N/A,16,153.028621,-27.466979,502825,6961834,NULL,NULL,NULL,0,2,CITY,Y,1249568143,Recalls to B phase BCC City MUX Ann/George,N,NULL,0,QUEEN ST,CREEK ST,NULL,1,B,2,40,26/03/1960,25,S515,L,Y,Y,Y,Y,24/06/1996,Y,28,,N,Across Creek Eastern 16/8/88 Creek West 6/11/89,16/08/1988,Y,7:00:00,21:00:00,L,0,3,,1
10018,B0018,B,17,#N/A,17,153.03029,-27.465697,502990,6961976,NULL,NULL,NULL,0,2,CITY,Y,1249568143,4 sec All Red A Phase  3 sec All Red B phase 3G test66 +61411764089,N,NULL,0,QUEEN ST,WHARF ST,EAGLE ST,1,B,2,46,31/12/1962,26,W270,L,Y,Y,Y,Y,13/11/2003,,34,,N,Across Queen Southern side & across Wharf Western side,11/08/1988,Y,7:00:00,21:00:00,L,0,5,,1
10019,B0019,B,18,#N/A,18,153.031373,-27.463458,503097,6962224,NULL,NULL,NULL,0,1,CITY,Y,1249568143,No Skipping when Linked.  Plan 10 used for short Ann St closure BCC Valley Hut,N,NULL,0,QUEEN ST,ADELAIDE ST,NULL,1,B,0,2,20/10/1972,25,S704/2,L,Y,Y,Y,Y,15/07/1999,,32,,N,,7/11/1994,Y,7:00:00,21:00:00,L,0,4,,1
10021,B0021,B,20,#N/A,20,153.024312,-27.471692,502399,6961313,NULL,NULL,NULL,0,2,CITY,Y,1249568143,YNEG stops peds auto intro BCC CBD Fibre Ring 1 to BSQ    SCATS not STREAMS PILOT,N,NULL,0,ELIZABETH ST,GEORGE ST,NULL,1,B,2,14,15/08/1960,25,S518/2,L,Y,Y,Y,Y,29/10/1995,Y,10,,Y,ELIZABETH NORTH & GEORGE EAST,9/11/1989,Y,0:00:00,24:00:00,L,0,2,,1
10022,B0022,B,21,#N/A,21,153.025991,-27.47,502565,6961458,NULL,NULL,NULL,0,2,CITY,Y,1249568143,BCC City MUX Ann/George,N,NULL,0,ELIZABETH ST,ALBERT ST,NULL,1,B,2,22,17/08/1960,25,S519/3,L,Y,Y,Y,Y,25/10/2000,Y,15,,N,Across Albert West side & Elizabeth both sides. A/T Off Spec Ti,30/08/1989,Y,6:00:00,23:00:00,L,0,2,,1
10023,B0023,B,22,#N/A,22,153.027681,-27.469065,502732,6961604,NULL,NULL,NULL,0,2,CITY,Y,1249568143,BCC City MUX Ann/George   SCATS not STREAMS PILOT,N,NULL,0,ELIZABETH ST,EDWARD ST,NULL,1,B,2,32,25/03/1960,25,S520/3,L,Y,Y,Y,Y,10/02/2002,Y,22,,Y,Audios turned on at 6.15am due to request from Mr A. Chawner,8/02/1994,Y,6:15:00,21:00:00,L,0,2,,1
10024,B0024,B,23,#N/A,23,153.028642,-27.468324,502827,6961686,NULL,NULL,NULL,0,2,CITY,Y,1249568143,BCC City MUX Ann/George,N,NULL,0,ELIZABETH ST PED AT,GENERAL POST OFFICE,NULL,2,B,2,37,26/03/1960,25,S521/2,L,Y,Y,Y,Y,14/01/2002,Y,25,,N,,26/09/1994,Y,7:00:00,21:00:00,L,0,1,,1
10025,B0025,B,24,#N/A,24,153.02937,-27.467747,502899,6961749,NULL,NULL,NULL,0,2,CITY,Y,1249568143,BCC City MUX Ann/George   SCATS not STREAMS PILOT,N,NULL,0,ELIZABETH ST,CREEK ST,NULL,1,B,2,41,26/03/1960,25,S522/2,L,Y,Y,Y,Y,29/12/1999,Y,29,,Y,,28/05/1995,Y,7:00:00,21:00:00,L,0,2,,1
10026,B0026,B,25,#N/A,25,153.029845,-27.467683,502946,6961756,NULL,NULL,NULL,0,2,CITY,Y,1249568143,BCC City MUX Ann/George,N,NULL,0,EAGLE ST PED AT,RIVERSIDE CENTRE,NULL,1,B,2,42,21/08/1960,26,S523/2,L,Y,Y,Y,Y,23/11/2004,,30,,N,ALL PED XING,7/05/1991,Y,0:00:00,0:00:00,L,0,1,,1
10027,B0027,B,26,#N/A,26,153.02498,-27.464812,502465,6962074,NULL,NULL,NULL,0,2,CITY,Y,1249568143,BCC City MUX Ann/George,N,NULL,0,EDWARD ST,WICKHAM TCE,NULL,1,B,2,27,16/05/1964,24,W795,Q,Y,Y,Y,Y,2/10/2004,,17,,N,Across Upper Edward & Wickham Tce Northern Side,6/03/1987,Y,6:00:00,21:00:00,L,0,4,,1
10028,B0028,B,27,#N/A,27,153.049186,-27.439912,504858,6964832,NULL,NULL,NULL,0,1,HAMILTON,Y,1249568143,BCC Valley Hut,N,NULL,0,KINGSFORD SMITH DR,COOKSLEY ST,NULL,1,B,0,31,9/04/1976,25,S319/2,L,Y,Y,Y,Y,2/11/2003,,32,,N,,17/11/2006,Y,6:00:00,21:00:00,L,0,2,,1
10029,B0029,B,28,#N/A,28,152.991296,-27.480739,499136,6960311,NULL,NULL,NULL,0,10,TOOWONG,Y,1249568143,BCC Milton Hut   SCATS not STREAMS PILOT,N,NULL,0,CROYDON ST,SYLVAN RD,JEPHSON ST,1,B,3,23,21/12/1976,25,S781/2,,Y,Y,Y,,3/11/2004,,11,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,0,4,1001/21-R5/6,1
10030,B0030,B,859,#N/A,859,153.070843,-27.437411,506999,6965109,NULL,NULL,NULL,0,1,EAGLEFAR,Y,1249568143,BCC Valley Hut   SCATS not STREAMS PILOT,N,NULL,0,KINGSFORD SMITH DR,NUDGEE RD,REMORA ST,1,B,0,35,11/10/1976,25,S975/2,L,Y,Y,Y,,22/10/1997,,32,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,0,4,,1
10031,B0031,B,737,#N/A,737,152.977246,-27.502136,497747,6957941,NULL,NULL,NULL,0,4,INDPILLY,Y,1249568143,STREAMS PILOT BCC Indpilly Hut,N,NULL,0,CLARENCE RD,WESTMINSTER RD,NULL,1,B,3,8,2/12/1993,25,S1986/4,L,N,Y,N,,15/04/1997,,4,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,0,3,1002/38-R1/8,1
10032,B0032,B,30,#N/A,30,152.975607,-27.502777,497585,6957870,NULL,NULL,NULL,0,4,INDPILLY,Y,1249568143,STREAMS PILOT BCC Indpilly Hut,N,NULL,0,COONAN ST,STATION RD,NULL,1,B,3,11,4/11/1977,25,S318/2,L,Y,Y,Y,Y,23/05/1996,,1,,Y,ACROSS STATION,15/01/1991,Y,7:00:00,21:00:00,L,0,3,1002/22-R1/11,1
10033,B0033,B,31,#N/A,31,153.036967,-27.456461,503650,6962999,NULL,NULL,NULL,0,1,VALLEY,Y,1249568143,Yneg auto intro P1  Pneg extends P1 BCC Valley Hut    SCATS not STREAMS PILOT,N,NULL,0,ANN ST,CONSTANCE ST,NULL,1,B,0,14,1/11/1974,25,S990,L,Y,Y,Y,Y,4/07/1996,,32,,N,,4/07/1996,Y,7:00:00,21:00:00,L,0,2,,1
10034,B0034,B,32,#N/A,32,153.010606,-27.46678,501045,6961856,NULL,NULL,NULL,0,10,CITY,Y,1249568143,BCC Hale St Mux   SCATS not STREAMS PILOT,N,NULL,0,MILTON RD,HALE ST,NULL,1,B,3,16,27/02/1964,25,S528/4,L,Y,Y,Y,,4/07/2001,,2,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,0,3,1007/76-R4/15,1
10035,B0035,B,935,#N/A,935,153.014743,-27.459801,501454,6962629,NULL,NULL,NULL,0,7,REDHILL,Y,1249568143,A&B all red 3 sec  C&E all red 4.5 sec  D all red 2 sec BCC Eth Ithaca Mux SCATS not STREAMS PILOT,N,NULL,0,NORMANBY FIVEWAY,NULL,NULL,1,B,2,28,19/03/1970,25,1914,L,Y,Y,Y,,25/05/2000,,5,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,0,6,1003/11-R1/8,1
10036,B0036,B,34,#N/A,34,153.02502,-27.456289,502469,6963018,NULL,NULL,NULL,0,6,SPRINGHI,Y,1249568143,Optus DSL - Was N7009990P,N,NULL,0,GREGORY TCE,ROGERS ST,NULL,1,B,0,28,13/08/1976,25,S1001,,Y,Y,Y,,5/01/2005,,32,,N,,0000-00-00,Y,0:00:00,0:00:00,L,0,4,A5-R3/3,1
10037,B0037,B,35,#N/A,35,153.028965,-27.449762,502859,6963741,NULL,NULL,NULL,0,3,HERSTON,Y,1249568143,Trivision Sign showing Double right turn 6am-8pm using YNEG BCC Lutwyche Hut. New phasing 11/12/05 SCATS not STREAMS PILOT,N,NULL,0,BOWEN BRIDGE RD,HERSTON RD,GILCHRIST AVE,1,B,2,2,2/08/1971,25,S2523/3,L,Y,Y,Y,Y,23/06/1998,,3,,Y,Across Bowen Bridge & Lt Turn Lane,1/09/1986,Y,7:00:00,21:00:00,L,3,4,,1
10038,B0038,B,36,#N/A,36,153.029309,-27.447821,502893,6963956,NULL,NULL,NULL,0,3,HERSTON,Y,1249568143,Exhibition times run Special Day plans Fibre to B0037    SCATS not STREAMS PILOT,N,NULL,0,BOWEN BRIDGE RD,O'CONNELL TCE,NULL,1,B,2,3,21/03/1962,25,S529/2,,Y,Y,Y,Y,9/10/2003,,4,,Y,All Crossings,11/10/1994,Y,7:00:00,21:00:00,L,3,4,,1
10039,B0039,B,37,#N/A,37,153.042712,-27.445293,504218,6964236,NULL,NULL,NULL,0,1,NEWSTEAD,Y,1249568143,BCC Valley Hut,N,NULL,0,BREAKFAST CREEK RD,EDMONSTONE RD,NULL,1,B,0,27,19/08/1970,25,S1908/4,,Y,Y,Y,Y,4/05/1997,,32,,N,Across Breakfast Ck & Edmondstone,1/10/1986,Y,7:00:00,21:00:00,L,0,4,,1
10040,B0040,B,38,#N/A,38,153.015937,-27.465968,501572,6961946,NULL,NULL,NULL,0,7,CITY,Y,1249568143,Plan 4 is a copy of existing plan 2 prior to Coro Dve Sewer BCC City MUX Ann/George               SCATS not STREAMS PILOT,N,NULL,0,ROMA ST,COUNTESS ST,SAUL ST,1,B,0,31,8/06/1971,25,S388/4,L,Y,Y,Y,Y,30/11/2003,Y,32,,Y,,23/08/1994,Y,7:00:00,21:00:00,L,0,4,1005/1-R1/11,1
10041,B0041,B,39,#N/A,39,153.011193,-27.463323,501103,6962239,NULL,NULL,NULL,0,7,CITY,Y,1249568143,Cph All Red 3 sec. If Ped 2(11) called gr 3 R/T Hale St del 6se BCC Hale St Mux. A phase ECO 3 sec. SCATS not STREAMS PILOT,N,NULL,0,CAXTON ST,HALE ST,NULL,1,B,0,21,10/10/1970,25,S2767/2,,Y,Y,Y,,19/03/2000,,32,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,0,5,1007/81-R1/1,1
10042,B0042,B,40,#N/A,40,153.021328,-27.462013,502104,6962384,NULL,NULL,NULL,0,7,SPRINGHI,Y,1249568143,BCC Ithaca Mux                          SCATS not STREAMS PILOT,N,NULL,0,WICKHAM TCE,LEICHHARDT ST,NORTH ST,1,B,2,24,22/12/1976,25,S843,L,Y,Y,Y,Y,26/05/1999,,7,,Y,All,7/10/1993,Y,7:00:00,21:00:00,L,0,4,1004/81-R1/5,1
10043,B0043,B,41,#N/A,41,153.029117,-27.452524,502874,6963435,NULL,NULL,NULL,0,3,SPRINHIL,Y,1249568143,BCC Valley Hut but runs on Lutwyche    SCATS not STREAMS PILOT,N,NULL,0,BOWEN BRIDGE RD,BRUNSWICK ST,GREGORY TCE,1,B,2,1,2/03/1972,25,S&W413,,Y,Y,Y,,14/11/2002,,2,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,3,4,,1
10044,B0044,B,42,#N/A,42,153.018344,-27.460849,501810,6962513,NULL,NULL,NULL,0,7,SPRINHIL,Y,1249568143,BCC Ithaca Mux,N,NULL,0,GREGORY TCE,WICKHAM TCE,COLLEGE RD,1,B,2,26,24/09/1971,14,S466,L,Y,Y,Y,Y,11/02/2003,,6,,N,All,14/09/1993,Y,7:00:00,21:00:00,L,0,3,1004/56-R1/6,1
10045,B0045,B,43,#N/A,43,153.026406,-27.461697,502606,6962419,NULL,NULL,NULL,0,6,SPRINGHI,Y,1249568143,D Phase Ambulance Feature.No Skipping BCC Abbot Hut                           SCATS not STREAMS PILOT,N,NULL,0,LEICHHARDT ST,WHARF ST,NULL,1,B,0,1,26/10/1978,25,S1/1181,,Y,Y,Y,Y,1/11/2000,,32,,Y,ACROSS LEICHHARDT.. INSTAL AUDIO TACTILES ON ALL PED XINGS,3/01/1991,Y,6:30:00,22:15:00,L,0,3,,1
10046,B0046,B,44,#N/A,44,153.035803,-27.447441,503535,6963998,NULL,NULL,NULL,0,6,BOWENHIL,Y,1249568143,Doesn't Skip when Linked BCC Abbot Hut,N,NULL,0,CAMPBELL ST,MAYNE RD,HAMILTON PL,1,B,0,22,21/06/1972,25,S496,,Y,Y,Y,,11/11/2004,,32,,N,,0000-00-00,Y,0:00:00,0:00:00,L,0,4,,1
10047,B0047,B,45,#N/A,45,153.027246,-27.474735,502689,6960976,NULL,NULL,NULL,0,2,CITY,Y,1249568143,BCC CBD Fibre Ring 1 to BSQ             SCATS not STREAMS PILOT,N,NULL,0,GEORGE ST,ALICE ST,NULL,1,B,3,17,20/11/1972,25,S646,L,Y,Y,Y,Y,21/11/1999,,4,,Y,ALL EXCEPT PED2 BECAUSE OF DRIVEWAY,14/02/1996,Y,6:00:00,22:30:00,L,0,3,,1
10048,B0048,B,46,#N/A,46,153.026528,-27.473967,502618,6961061,NULL,NULL,NULL,0,2,CITY,Y,1249568143,BCC CBD Fibre Ring 1 to BSQ            SCATS not STREAMS PILOT,N,NULL,0,MARGARET ST,GEORGE ST,NULL,1,B,3,16,22/11/1972,25,S647,L,Y,Y,Y,,6/01/1998,,3,,Y,,0000-00-00,Y,6:00:00,22:30:00,L,0,3,,1
10049,B0049,B,47,#N/A,47,153.026679,-27.457996,502633,6962829,NULL,NULL,NULL,0,6,SPRINGHI,Y,1249568143,Pneg terminates walk. Optus DSL - Was N7036606P,N,NULL,0,WATER ST PED AT,BRISBANE CENT SCHOO,NULL,2,B,0,30,3/08/1972,14,W712,L,Y,Y,Y,,27/10/2002,,32,,N,,0000-00-00,Y,0:00:00,0:00:00,L,0,2,A5-R3/3,1
10050,B0050,B,48,#N/A,48,153.025061,-27.472459,502473,6961228,NULL,NULL,NULL,0,2,CITY,Y,1249568143,BCC CBD Fibre Ring 1 to BSQ,N,NULL,0,CHARLOTTE ST,GEORGE ST,NULL,1,B,2,15,9/05/1973,25,S736/2,L,Y,Y,Y,,28/03/1999,,11,,N,,0000-00-00,Y,6:00:00,22:30:00,L,0,2,,1
10051,B0051,B,49,#N/A,49,153.029896,-27.471331,502951,6961353,NULL,NULL,NULL,0,2,CITY,Y,1249568143,BCC City MUX Ann/George                SCATS not STREAMS PILOT,N,NULL,0,MARGARET ST,EDWARD ST,NULL,1,B,3,35,20/11/1972,25,S714,L,Y,Y,Y,Y,15/10/1997,,9,,Y,,14/11/1994,Y,7:00:00,21:00:00,L,0,2,,1
10052,B0052,B,50,#N/A,50,153.028207,-27.472658,502784,6961206,NULL,NULL,NULL,0,2,CITY,Y,1249568143,BCC City MUX Ann/George,N,NULL,0,MARGARET ST,ALBERT ST,NULL,1,B,3,25,20/11/1972,25,S715/3,L,Y,Y,Y,Y,3/08/2000,,6,,N,,9/06/1994,Y,7:00:00,21:00:00,L,0,4,,1
10053,B0053,B,51,#N/A,51,153.038059,-27.45535,503758,6963122,NULL,NULL,NULL,0,1,VALLEY,Y,1249568143,RED LIGHT CAMERA on Ann St. No skipping when linked BCC Valley Hut                         SCATS not STREAMS PILOT,N,NULL,0,ANN ST,JAMES ST,EAST ST,1,B,0,15,22/11/1972,25,S&W1/61,L,Y,Y,Y,,1/02/1996,,32,,Y,,0000-00-00,Y,0:00:00,0:00:00,L,0,2,,1
10054,B0054,B,52,#N/A,52,153.035743,-27.459007,503529,6962717,NULL,NULL,NULL,0,1,VALLEY,Y,1249568143,No Skipping when Linked BCC Valley Hut                         SCATS not STREAMS PILOT,N,NULL,0,McLACHLAN ST,BRUNSWICK ST,NULL,1,B,0,8,29/11/1972,25,S&W613,L,Y,Y,Y,Y,5/09/1996,Y,32,,Y,,25/02/1992,Y,7:00:00,21:00:00,L,0,4,,1
10055,B0055,B,53,#N/A,53,153.03903,-27.454339,503854,6963234,NULL,NULL,NULL,0,1,VALLEY,Y,1249568143,No Skipping when Linked  P2 auto intro yneg  P2 extend pneg BCC Valley Hut,N,NULL,0,ANN ST,BROOKES ST,NULL,1,B,0,17,15/03/1973,25,S631/3,L,Y,Y,Y,Y,9/08/2003,,32,,N,,4/06/1996,Y,7:00:00,21:00:00,L,0,2,,1
10056,B0056,B,54,#N/A,54,153.037826,-27.453391,503735,6963339,NULL,NULL,NULL,0,1,VALLEY,Y,1249568143,BCC Valley Hut,N,NULL,0,WICKHAM ST,BROOKES ST,NULL,1,B,0,16,21/03/1973,25,T3/767,,Y,Y,Y,Y,15/05/1996,,32,,N,,21/07/1994,Y,7:00:00,21:00:00,L,0,3,,1
10057,B0057,B,55,#N/A,55,153.035014,-27.458438,503457,6962780,NULL,NULL,NULL,0,1,VALLEY,Y,1249568143,BCC Valley Hut                         SCATS not STREAMS PILOT,N,NULL,0,ANN ST,BRUNSWICK ST,NULL,1,B,0,7,5/04/1973,25,W&S609/,,Y,Y,Y,Y,5/09/1996,Y,32,,Y,,15/04/1996,Y,0:00:00,24:00:00,L,0,2,,1
10058,B0058,B,56,#N/A,56,153.033689,-27.457391,503326,6962896,NULL,NULL,NULL,0,1,VALLEY,Y,1249568143,No Skipping when Linked BCC Valley Hut,N,NULL,0,WICKHAM ST,BRUNSWICK ST,NULL,1,B,0,11,5/04/1973,25,S618/2,,Y,Y,Y,Y,13/11/1996,,32,,N,Scramble 8 Units,1/09/1987,Y,7:00:00,21:00:00,L,0,2,,1
10059,B0059,B,57,#N/A,57,153.040578,-27.452759,504007,6963409,NULL,NULL,NULL,0,1,VALLEY,Y,1249568143,No Skipping when Linked  Yneg auto intro Peds  Pneg extends Ped BCC Valley Hut                         SCATS not STREAMS PILOT,N,NULL,0,ANN ST,COMMERCIAL ST,MURRI WAY,1,B,0,18,11/04/1973,25,S728/2,,Y,Y,Y,,10/10/1996,,32,,Y,,0000-00-00,Y,7:00:00,21:00:00,L,0,3,,1
10060,B0060,B,58,#N/A,58,153.032657,-27.46074,503224,6962525,NULL,NULL,NULL,0,1,VALLEY,Y,1249568143,BCC Valley Hut,N,NULL,0,ANN ST,GOTHA ST,NULL,1,B,0,5,25/06/1973,25,S769/2,,Y,Y,Y,,2/03/1997,,32,,N,,0000-00-00,Y,0:00:00,0:00:00,L,0,3,,1
10061,B0061,B,59,#N/A,59,153.031818,-27.459657,503141,6962645,NULL,NULL,NULL,0,1,VALLEY,Y,1249568143,BCC Valley Hut                         SCATS not STREAMS PILOT,N,NULL,0,WICKHAM ST,GOTHA ST,NULL,1,B,0,9,16/03/1973,25,S770/2,,Y,Y,Y,Y,23/08/1996,,32,,Y,,3/09/1996,Y,7:00:00,21:00:00,L,0,2,,1
10062,B0062,B,60,#N/A,60,153.031181,-27.462329,503078,6962349,NULL,NULL,NULL,0,1,VALLEY,Y,1249568143,No Skipping when Linked BCC Valley Hut                         SCATS not STREAMS PILOT,N,NULL,0,ANN ST,QUEEN ST,NULL,1,B,0,4,15/04/1974,25,S786/2,L,Y,Y,Y,Y,12/07/2003,,32,,Y,,25/10/1996,Y,7:00:00,21:00:00,L,0,3,,1
10063,B0063,B,61,#N/A,61,153.031181,-27.461779,503078,6962410,NULL,NULL,NULL,0,1,VALLEY,Y,1249568143,No Skipping when Linked  YNEG auto intro Peds BCC Valley Hut changed 8/7/11 to include ped xing across Turbot,N,NULL,0,WICKHAM ST,QUEEN ST,BOUNDARY ST,1,B,0,3,22/10/1973,25,W787,L,Y,Y,Y,Y,4/06/1996,,32,,N,,4/06/1996,Y,7:00:00,21:00:00,L,0,2,,1
10064,B0064,B,62,#N/A,62,153.030351,-27.461679,502996,6962421,NULL,NULL,NULL,0,1,SPRINGHI,Y,1249568143,No Skipping when Linked BCC Valley Hut                         SCATS not STREAMS PILOT,N,NULL,0,TURBOT ST,BOUNDARY ST,NULL,1,B,0,1,12/12/1973,25,W788,L,Y,Y,Y,Y,5/06/1996,Y,32,,Y,,5/06/1996,Y,7:00:00,21:00:00,L,0,3,,1
